antecedents_str,consequents_str,rule_str,support,confidence,lift,leverage,conviction
ssd_512go,"bas_de_gamme, normal","ssd_512go  →  bas_de_gamme, normal",0.22,1.0,1.4285714285714286,0.066,inf
"brand_honor, platform_aliexpress, ram_32go+",bas_de_gamme,"brand_honor, platform_aliexpress, ram_32go+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_honor, ssd_2to+","bas_de_gamme, normal","brand_honor, ssd_2to+  →  bas_de_gamme, normal",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"normal, ssd_512go",bas_de_gamme,"normal, ssd_512go  →  bas_de_gamme",0.22,1.0,1.4285714285714286,0.066,inf
"ram_16go, ssd_512go",bas_de_gamme,"ram_16go, ssd_512go  →  bas_de_gamme",0.18,1.0,1.4285714285714286,0.05399999999999999,inf
"ram_16go, ssd_512go","bas_de_gamme, normal","ram_16go, ssd_512go  →  bas_de_gamme, normal",0.18,1.0,1.4285714285714286,0.05399999999999999,inf
"normal, ram_16go, ssd_512go",bas_de_gamme,"normal, ram_16go, ssd_512go  →  bas_de_gamme",0.18,1.0,1.4285714285714286,0.05399999999999999,inf
"brand_honor, platform_aliexpress, ssd_2to+",bas_de_gamme,"brand_honor, platform_aliexpress, ssd_2to+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_honor, ram_32go+","bas_de_gamme, normal","brand_honor, ram_32go+  →  bas_de_gamme, normal",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_acer, normal, platform_aliexpress",bas_de_gamme,"brand_acer, normal, platform_aliexpress  →  bas_de_gamme",0.1,1.0,1.4285714285714286,0.030000000000000013,inf
"brand_honor, normal, ram_32go+",bas_de_gamme,"brand_honor, normal, ram_32go+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_acer, platform_aliexpress",bas_de_gamme,"brand_acer, platform_aliexpress  →  bas_de_gamme",0.1,1.0,1.4285714285714286,0.030000000000000013,inf
brand_acer,"bas_de_gamme, normal","brand_acer  →  bas_de_gamme, normal",0.1,1.0,1.4285714285714286,0.030000000000000013,inf
brand_acer,bas_de_gamme,brand_acer  →  bas_de_gamme,0.1,1.0,1.4285714285714286,0.030000000000000013,inf
"brand_acer, normal",bas_de_gamme,"brand_acer, normal  →  bas_de_gamme",0.1,1.0,1.4285714285714286,0.030000000000000013,inf
"brand_honor, normal, ssd_2to+",bas_de_gamme,"brand_honor, normal, ssd_2to+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_honor, ram_32go+, ssd_2to+",bas_de_gamme,"brand_honor, ram_32go+, ssd_2to+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_xiaomi, normal, ssd_1to",bas_de_gamme,"brand_xiaomi, normal, ssd_1to  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_xiaomi, ssd_1to","bas_de_gamme, normal","brand_xiaomi, ssd_1to  →  bas_de_gamme, normal",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_acer, ssd_1to","bas_de_gamme, normal","brand_acer, ssd_1to  →  bas_de_gamme, normal",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_acer, normal, ssd_1to",bas_de_gamme,"brand_acer, normal, ssd_1to  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_acer, platform_aliexpress","bas_de_gamme, normal","brand_acer, platform_aliexpress  →  bas_de_gamme, normal",0.1,1.0,1.4285714285714286,0.030000000000000013,inf
"brand_acer, ram_32go+",bas_de_gamme,"brand_acer, ram_32go+  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_xiaomi, ssd_1to",bas_de_gamme,"brand_xiaomi, ssd_1to  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_acer, ssd_1to",bas_de_gamme,"brand_acer, ssd_1to  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_honor, ssd_2to+",bas_de_gamme,"brand_honor, ssd_2to+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_acer, platform_aliexpress, ssd_1to",bas_de_gamme,"brand_acer, platform_aliexpress, ssd_1to  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_huawei, ssd_512go",bas_de_gamme,"brand_huawei, ssd_512go  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_honor, ram_32go+",bas_de_gamme,"brand_honor, ram_32go+  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_huawei, ram_16go",bas_de_gamme,"brand_huawei, ram_16go  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_xiaomi, platform_aliexpress, ssd_1to",bas_de_gamme,"brand_xiaomi, platform_aliexpress, ssd_1to  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_acer, platform_aliexpress, ram_32go+",bas_de_gamme,"brand_acer, platform_aliexpress, ram_32go+  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_acer, normal, ram_32go+",bas_de_gamme,"brand_acer, normal, ram_32go+  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"ram_16go, ssd_1to","bas_de_gamme, normal","ram_16go, ssd_1to  →  bas_de_gamme, normal",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"platform_aliexpress, ram_16go, ssd_1to",bas_de_gamme,"platform_aliexpress, ram_16go, ssd_1to  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_acer, ram_32go+","bas_de_gamme, normal","brand_acer, ram_32go+  →  bas_de_gamme, normal",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_huawei, normal, ram_16go",bas_de_gamme,"brand_huawei, normal, ram_16go  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"normal, ram_16go, ssd_1to",bas_de_gamme,"normal, ram_16go, ssd_1to  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_huawei, ram_16go","bas_de_gamme, normal","brand_huawei, ram_16go  →  bas_de_gamme, normal",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"brand_acer, ram_32go+, ssd_1to",bas_de_gamme,"brand_acer, ram_32go+, ssd_1to  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"ram_16go, ssd_1to",bas_de_gamme,"ram_16go, ssd_1to  →  bas_de_gamme",0.08,1.0,1.4285714285714286,0.024000000000000007,inf
"normal, platform_aliexpress, ssd_512go",bas_de_gamme,"normal, platform_aliexpress, ssd_512go  →  bas_de_gamme",0.18,1.0,1.4285714285714286,0.05399999999999999,inf
"platform_aliexpress, ssd_512go","bas_de_gamme, normal","platform_aliexpress, ssd_512go  →  bas_de_gamme, normal",0.18,1.0,1.4285714285714286,0.05399999999999999,inf
"brand_huawei, normal, ssd_512go",bas_de_gamme,"brand_huawei, normal, ssd_512go  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"platform_aliexpress, ssd_512go",bas_de_gamme,"platform_aliexpress, ssd_512go  →  bas_de_gamme",0.18,1.0,1.4285714285714286,0.05399999999999999,inf
"platform_aliexpress, ram_16go, ssd_512go",bas_de_gamme,"platform_aliexpress, ram_16go, ssd_512go  →  bas_de_gamme",0.16,1.0,1.4285714285714286,0.048000000000000015,inf
"brand_huawei, ram_16go, ssd_512go",bas_de_gamme,"brand_huawei, ram_16go, ssd_512go  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
"brand_huawei, platform_aliexpress, ssd_512go",bas_de_gamme,"brand_huawei, platform_aliexpress, ssd_512go  →  bas_de_gamme",0.06,1.0,1.4285714285714286,0.018000000000000002,inf
ssd_512go,bas_de_gamme,ssd_512go  →  bas_de_gamme,0.22,1.0,1.4285714285714286,0.066,inf
"normal, ssd_1to","bas_de_gamme, platform_aliexpress","normal, ssd_1to  →  bas_de_gamme, platform_aliexpress",0.22,0.9166666666666667,1.3888888888888888,0.06159999999999999,4.080000000000004
"ram_16go, ssd_512go","bas_de_gamme, platform_aliexpress","ram_16go, ssd_512go  →  bas_de_gamme, platform_aliexpress",0.16,0.888888888888889,1.3468013468013469,0.0412,3.0600000000000014
"brand_xiaomi, normal, platform_aliexpress",ram_32go+,"brand_xiaomi, normal, platform_aliexpress  →  ram_32go+",0.08,0.5,1.3157894736842106,0.019200000000000002,1.24
brand_lenovo,"platform_aliexpress, ram_32go+","brand_lenovo  →  platform_aliexpress, ram_32go+",0.06,0.5,1.3157894736842106,0.014399999999999996,1.24
"brand_xiaomi, normal",ram_32go+,"brand_xiaomi, normal  →  ram_32go+",0.08,0.5,1.3157894736842106,0.019200000000000002,1.24
brand_xiaomi,"platform_aliexpress, ram_32go+","brand_xiaomi  →  platform_aliexpress, ram_32go+",0.08,0.5,1.3157894736842106,0.019200000000000002,1.24
"brand_xiaomi, normal","platform_aliexpress, ram_32go+","brand_xiaomi, normal  →  platform_aliexpress, ram_32go+",0.08,0.5,1.3157894736842106,0.019200000000000002,1.24
brand_xiaomi,ram_32go+,brand_xiaomi  →  ram_32go+,0.08,0.5,1.3157894736842106,0.019200000000000002,1.24
"brand_xiaomi, platform_aliexpress",ram_32go+,"brand_xiaomi, platform_aliexpress  →  ram_32go+",0.08,0.5,1.3157894736842106,0.019200000000000002,1.24
brand_lenovo,ram_32go+,brand_lenovo  →  ram_32go+,0.06,0.5,1.3157894736842106,0.014399999999999996,1.24
"normal, ssd_1to",bas_de_gamme,"normal, ssd_1to  →  bas_de_gamme",0.22,0.9166666666666667,1.3095238095238098,0.05200000000000002,3.6000000000000036
"normal, platform_aliexpress, ssd_1to",bas_de_gamme,"normal, platform_aliexpress, ssd_1to  →  bas_de_gamme",0.22,0.9166666666666667,1.3095238095238098,0.05200000000000002,3.6000000000000036
ssd_1to,"bas_de_gamme, normal, platform_aliexpress","ssd_1to  →  bas_de_gamme, normal, platform_aliexpress",0.22,0.8461538461538461,1.282051282051282,0.0484,2.2099999999999995
ssd_1to,"bas_de_gamme, platform_aliexpress","ssd_1to  →  bas_de_gamme, platform_aliexpress",0.22,0.8461538461538461,1.282051282051282,0.0484,2.2099999999999995
"normal, ssd_2to+","bas_de_gamme, platform_aliexpress","normal, ssd_2to+  →  bas_de_gamme, platform_aliexpress",0.1,0.8333333333333334,1.2626262626262625,0.0208,2.0400000000000005
ram_16go,bas_de_gamme,ram_16go  →  bas_de_gamme,0.28,0.8750000000000001,1.2500000000000002,0.05600000000000005,2.4000000000000026
ram_16go,"bas_de_gamme, normal","ram_16go  →  bas_de_gamme, normal",0.28,0.8750000000000001,1.2500000000000002,0.05600000000000005,2.4000000000000026
"normal, ram_32go+, ssd_1to",bas_de_gamme,"normal, ram_32go+, ssd_1to  →  bas_de_gamme",0.14,0.8750000000000001,1.2500000000000002,0.028000000000000025,2.4000000000000026
"normal, ram_16go",bas_de_gamme,"normal, ram_16go  →  bas_de_gamme",0.28,0.8750000000000001,1.2500000000000002,0.05600000000000005,2.4000000000000026
"normal, ssd_512go","bas_de_gamme, platform_aliexpress","normal, ssd_512go  →  bas_de_gamme, platform_aliexpress",0.18,0.8181818181818181,1.2396694214876032,0.0348,1.8699999999999992
ssd_512go,"bas_de_gamme, platform_aliexpress","ssd_512go  →  bas_de_gamme, platform_aliexpress",0.18,0.8181818181818181,1.2396694214876032,0.0348,1.8699999999999992
ssd_512go,"bas_de_gamme, normal, platform_aliexpress","ssd_512go  →  bas_de_gamme, normal, platform_aliexpress",0.18,0.8181818181818181,1.2396694214876032,0.0348,1.8699999999999992
"platform_aliexpress, ram_16go",bas_de_gamme,"platform_aliexpress, ram_16go  →  bas_de_gamme",0.26,0.8666666666666667,1.2380952380952381,0.05000000000000002,2.250000000000001
"platform_aliexpress, ram_16go","bas_de_gamme, normal","platform_aliexpress, ram_16go  →  bas_de_gamme, normal",0.26,0.8666666666666667,1.2380952380952381,0.05000000000000002,2.250000000000001
"normal, platform_aliexpress, ram_16go",bas_de_gamme,"normal, platform_aliexpress, ram_16go  →  bas_de_gamme",0.26,0.8666666666666667,1.2380952380952381,0.05000000000000002,2.250000000000001
ram_16go,"bas_de_gamme, normal, platform_aliexpress","ram_16go  →  bas_de_gamme, normal, platform_aliexpress",0.26,0.8125,1.231060606060606,0.04879999999999998,1.8133333333333332
"normal, ram_16go","bas_de_gamme, platform_aliexpress","normal, ram_16go  →  bas_de_gamme, platform_aliexpress",0.26,0.8125,1.231060606060606,0.04879999999999998,1.8133333333333332
ram_16go,"bas_de_gamme, platform_aliexpress","ram_16go  →  bas_de_gamme, platform_aliexpress",0.26,0.8125,1.231060606060606,0.04879999999999998,1.8133333333333332
brand_huawei,"bas_de_gamme, platform_aliexpress","brand_huawei  →  bas_de_gamme, platform_aliexpress",0.08,0.7999999999999999,1.212121212121212,0.013999999999999999,1.6999999999999993
"brand_huawei, normal","bas_de_gamme, platform_aliexpress","brand_huawei, normal  →  bas_de_gamme, platform_aliexpress",0.08,0.7999999999999999,1.212121212121212,0.013999999999999999,1.6999999999999993
brand_huawei,"bas_de_gamme, normal, platform_aliexpress","brand_huawei  →  bas_de_gamme, normal, platform_aliexpress",0.08,0.7999999999999999,1.212121212121212,0.013999999999999999,1.6999999999999993
ssd_1to,"bas_de_gamme, normal","ssd_1to  →  bas_de_gamme, normal",0.22,0.8461538461538461,1.208791208791209,0.038000000000000006,1.9500000000000002
"platform_aliexpress, ssd_1to",bas_de_gamme,"platform_aliexpress, ssd_1to  →  bas_de_gamme",0.22,0.8461538461538461,1.208791208791209,0.038000000000000006,1.9500000000000002
ssd_1to,bas_de_gamme,ssd_1to  →  bas_de_gamme,0.22,0.8461538461538461,1.208791208791209,0.038000000000000006,1.9500000000000002
"platform_aliexpress, ssd_1to","bas_de_gamme, normal","platform_aliexpress, ssd_1to  →  bas_de_gamme, normal",0.22,0.8461538461538461,1.208791208791209,0.038000000000000006,1.9500000000000002
